timedesc,year,month,qaurter,channel,channel_yr,channel_mo,channel_qr,channeldesc,prodhierarchy1,prodhierarchy2,proddesc,regiondesc,region_year,value,volume,nd,wd,channel_year,prod_year,aided_awareness,closeness_top_3_box,loyalty,top_of_mind_brand_awareness,total_unaided_brand_awareness,chim_shop_chai_,panic_pantry_loading,welfare,welfare_additional_boost,bigpack,buyget,extravol,free_promo,free_with_others,freepremium,near_pack,pmd,rl,theme,tpr,target_price,target_baseprice,target_discount,darlie_discount,darlie_cdc_basepriceratio,week5_si,week13_si,trendline,consumer_confidence_index,tourist_arrivals_in_million,extravol_darlie,free_promo_darlie,free_with_others_darlie,tpr_darlie
2018-10-01,2018,10,4,OPENTRADENONBLUE,OPENTRADENONBLUE_2018,OPENTRADENONBLUE_10,OPENTRADENONBLUE_4,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2018,31908643.75457029,71553.90280905079,18.38959318232787,25.24761516034985,OPEN TRADE NON-BLUE_2018,CDC_2018,1.0,0.0,0.1825,0.14,0.25,0,0,1,0,0.0,0.0,0.01057905359946176,0.1075981161695447,6.369141063018613e-05,0.0,0.0,0.0,0.0,0.0,0.0,445.982509434047,445.982509434047,0.0,0.0,1.107793855300633,-0.1262121542350653,-0.001400233897063563,-2.5,81.3,9.71,0.0,0.0003228492806797335,0.0,0.1222693588877088
2018-11-01,2018,11,4,CONVENIENCE,CONVENIENCE_2018,CONVENIENCE_11,CONVENIENCE_4,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2018,29654400.0,64947.29999999999,59.70640349945265,63.81884235372372,CONVENIENCE_2018,CDC_2018,0.996875,0.0,0.16875,0.14,0.23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.6353492929712,456.6353492929712,0.0,0.0,1.080134147397318,-0.02238883647830847,-0.02994896289186844,-1.5,80.5,9.71,0.01556652351000518,3.023017253367137e-05,0.0,0.2958727753112196
2018-11-01,2018,11,4,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2018,LOCALSUPERMARKETMTSR_11,LOCALSUPERMARKETMTSR_4,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2018,11354400.0,29019.9,87.25020761615305,84.96707087205677,LOCAL SUPERMARKET + MTSR_2018,CDC_2018,0.996875,0.0,0.16875,0.14,0.23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4861594974483027,391.2604288767841,396.7700411384305,0.0,0.0,1.096784100527273,-0.02238883647830847,-0.02994896289186844,-1.5,80.5,9.71,0.02596284312702223,0.01246216470097067,0.0,0.2044671746164284
2018-11-01,2018,11,4,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2018,SUPERHYPERMARKETCHAIN_11,SUPERHYPERMARKETCHAIN_4,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2018,15481600.0,37394.89999999999,47.77160254473205,79.34123102348184,SUPER/HYPERMARKET CHAIN_2018,CDC_2018,0.996875,0.0,0.16875,0.14,0.23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4409291106541267,413.9117315028329,413.9117315028329,0.0,5.861727121392859,0.9781264977555303,-0.02238883647830847,-0.02994896289186844,-1.5,80.5,9.71,0.01352228650770199,0.0,0.0,0.06582310740166684
2018-11-01,2018,11,4,OPENTRADEBLUE,OPENTRADEBLUE_2018,OPENTRADEBLUE_11,OPENTRADEBLUE_4,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2018,17146807.81396128,38632.25247325161,18.27661160057349,24.95596257220569,OPEN TRADE BLUE_2018,CDC_2018,0.996875,0.0,0.16875,0.14,0.23,0,0,1,0,0.0,0.0,0.01076796205016853,0.1162582419453072,0.0006090433479982903,0.0,0.0,0.0,0.0,0.0,9.930054586928646e-05,444.1346175688878,445.982509434047,0.0,0.0,1.107793855300633,-0.02238883647830847,-0.02994896289186844,-1.5,80.5,9.71,0.002263078274448565,0.0,0.0,0.08223026058949834
2018-11-01,2018,11,4,OPENTRADENONBLUE,OPENTRADENONBLUE_2018,OPENTRADENONBLUE_11,OPENTRADENONBLUE_4,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2018,29785392.18603874,67107.34752674837,18.27661160057349,24.95596257220569,OPEN TRADE NON-BLUE_2018,CDC_2018,0.996875,0.0,0.16875,0.14,0.23,0,0,1,0,0.0,0.0,0.01076796205016853,0.1162582419453072,0.0006090433479982903,0.0,0.0,0.0,0.0,0.0,9.930054586928646e-05,444.1346175688878,445.982509434047,0.0,0.0,1.107793855300633,-0.02238883647830847,-0.02994896289186844,-1.5,80.5,9.71,0.002263078274448565,0.0,0.0,0.08223026058949834
2018-12-01,2018,12,4,CONVENIENCE,CONVENIENCE_2018,CONVENIENCE_12,CONVENIENCE_4,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2018,30500900.0,66131.09999999999,61.39419577173222,65.40816045703158,CONVENIENCE_2018,CDC_2018,1.0,0.0,0.171875,0.13,0.203125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2541489897883,461.2541489897883,0.0,6.461509526128571,1.069318150872524,-0.1613234372587627,-0.1128316825380774,-0.5,79.4,9.71,0.01210135368683912,7.054126311185729e-06,0.0,0.3539337335374327
2018-12-01,2018,12,4,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2018,LOCALSUPERMARKETMTSR_12,LOCALSUPERMARKETMTSR_4,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2018,12112600.0,30697.5,85.89687433830117,83.89530092027039,LOCAL SUPERMARKET + MTSR_2018,CDC_2018,1.0,0.0,0.171875,0.13,0.203125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.6150733566543,394.6150733566543,0.0,0.0,1.109868624624227,-0.1613234372587627,-0.1128316825380774,-0.5,79.4,9.71,0.02848506962250009,0.009028243461796377,0.0,0.2112885093290205
2018-12-01,2018,12,4,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2018,SUPERHYPERMARKETCHAIN_12,SUPERHYPERMARKETCHAIN_4,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2018,18083899.99999999,43568.9,48.01681245108323,79.49362503987936,SUPER/HYPERMARKET CHAIN_2018,CDC_2018,1.0,0.0,0.171875,0.13,0.203125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169258347123751,414.9735149668563,414.9735149668563,0.0,0.0,1.040353982971174,-0.1613234372587627,-0.1128316825380774,-0.5,79.4,9.71,0.02154227031249781,0.0,0.0,0.07737907061374115
2018-12-01,2018,12,4,OPENTRADEBLUE,OPENTRADEBLUE_2018,OPENTRADEBLUE_12,OPENTRADEBLUE_4,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2018,17033080.45279371,37886.39834736916,17.92662542544563,25.0034035650112,OPEN TRADE BLUE_2018,CDC_2018,1.0,0.0,0.171875,0.13,0.203125,0,0,1,0,0.0,0.0,0.01247715109577717,0.08175153587326477,0.0006316193906182691,0.0,0.0,0.0,0.0,0.0,0.0,449.8813809337453,449.8813809337453,0.0,0.0,1.095703359585362,-0.1613234372587627,-0.1128316825380774,-0.5,79.4,9.71,0.0,0.0,0.0,0.07991313398542833
2018-12-01,2018,12,4,OPENTRADENONBLUE,OPENTRADENONBLUE_2018,OPENTRADENONBLUE_12,OPENTRADENONBLUE_4,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2018,29304719.5472063,65182.00165263082,17.92662542544563,25.0034035650112,OPEN TRADE NON-BLUE_2018,CDC_2018,1.0,0.0,0.171875,0.13,0.203125,0,0,1,0,0.0,0.0,0.01247715109577717,0.08175153587326477,0.0006316193906182691,0.0,0.0,0.0,0.0,0.0,0.0,449.8813809337453,449.8813809337453,0.0,0.0,1.095703359585362,-0.1613234372587627,-0.1128316825380774,-0.5,79.4,9.71,0.0,0.0,0.0,0.07991313398542833
2019-01-01,2019,1,1,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_1,CONVENIENCE_1,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,28904799.99999999,61862.60000000002,62.46250076783063,66.49999515054327,CONVENIENCE_2019,CDC_2019,1.0,0.0,0.159375,0.12,0.22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.2757187531849,467.2757187531849,0.0,0.0,1.055538333975711,-0.2603214144383739,-0.1558943611000069,0.5,80.7,10.795,0.02356797900677379,9.88009516507663e-06,0.0,0.2863903665120103
2019-01-01,2019,1,1,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_1,LOCALSUPERMARKETMTSR_1,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,12848000.0,31889.8,86.5345533681616,83.56860500849804,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.0,0.159375,0.12,0.22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442643102183143,402.9788344320064,402.9788344320064,0.0,0.0,1.086833479330627,-0.2603214144383739,-0.1558943611000069,0.5,80.7,10.795,0.02020698253208322,0.008064254496748807,0.0,0.1990804896022098
2019-01-01,2019,1,1,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2019,SUPERHYPERMARKETCHAIN_1,SUPERHYPERMARKETCHAIN_1,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2019,17956600.0,43286.40000000001,46.89370333407259,78.00765598432763,SUPER/HYPERMARKET CHAIN_2019,CDC_2019,1.0,0.0,0.159375,0.12,0.22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0678495439676203,0.0,0.0,0.0,0.0,0.5245813350151548,414.766713655166,414.9735149668563,0.0,0.0,1.053293278571545,-0.2603214144383739,-0.1558943611000069,0.5,80.7,10.795,0.02117517495305135,0.0,0.0,0.05873957096265613
2019-01-01,2019,1,1,OPENTRADEBLUE,OPENTRADEBLUE_2019,OPENTRADEBLUE_1,OPENTRADEBLUE_1,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,17747988.5747701,39158.96287690497,19.57685167626966,26.41580628692291,OPEN TRADE BLUE_2019,CDC_2019,1.0,0.0,0.159375,0.12,0.22,0,0,1,0,0.0,0.0,0.007141711034935452,0.09040916052804317,7.39065956774366e-05,0.0,0.0,0.0,0.0,0.0,0.001693044514137067,453.2655778975128,453.2655778975128,0.0,0.0,1.086795236600608,-0.2603214144383739,-0.1558943611000069,0.5,80.7,10.795,0.0,0.0,0.0,0.08891698726676175
2019-01-01,2019,1,1,OPENTRADENONBLUE,OPENTRADENONBLUE_2019,OPENTRADENONBLUE_1,OPENTRADENONBLUE_1,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,28858711.4252299,63673.53712309504,19.57685167626966,26.41580628692291,OPEN TRADE NON-BLUE_2019,CDC_2019,1.0,0.0,0.159375,0.12,0.22,0,0,1,0,0.0,0.0,0.007141711034935452,0.09040916052804317,7.39065956774366e-05,0.0,0.0,0.0,0.0,0.0,0.001693044514137067,453.2655778975128,453.2655778975128,0.0,0.0,1.086795236600608,-0.2603214144383739,-0.1558943611000069,0.5,80.7,10.795,0.0,0.0,0.0,0.08891698726676175
2019-02-01,2019,2,1,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_2,CONVENIENCE_1,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,29449300.0,64445.7,60.68263514866003,64.80008130876071,CONVENIENCE_2019,CDC_2019,1.0,0.0,0.146875,0.13,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.9941476700149,467.2757187531849,0.0,0.0,1.067301444556139,-0.01292684340234151,-0.1343937325404753,1.5,82.0,10.795,0.01260564231627304,0.0,0.0,0.2680353001945247
2019-02-01,2019,2,1,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_2,LOCALSUPERMARKETMTSR_1,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,11023700.0,27611.5,86.89535881788386,84.45770421744562,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.0,0.146875,0.13,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.3049509547855,402.9788344320064,0.0,0.0,1.114445283772048,-0.01292684340234151,-0.1343937325404753,1.5,82.0,10.795,0.02771845347684464,0.01901713638294859,0.0,0.2244497946466506
2019-02-01,2019,2,1,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2019,SUPERHYPERMARKETCHAIN_2,SUPERHYPERMARKETCHAIN_1,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2019,18926899.99999999,47187.6,48.60159660588801,78.31579058905305,SUPER/HYPERMARKET CHAIN_2019,CDC_2019,1.0,0.0,0.146875,0.13,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03553560681195908,0.0,0.0,0.0,0.0,0.588829692546347,401.0569247010042,414.9735149668563,0.0,6.143141179332355,1.053293278571545,-0.01292684340234151,-0.1343937325404753,1.5,82.0,10.795,0.0256358195924562,0.0,0.0,0.06002756212263875
2019-02-01,2019,2,1,OPENTRADEBLUE,OPENTRADEBLUE_2019,OPENTRADEBLUE_2,OPENTRADEBLUE_1,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,16445326.97390029,35952.73854835206,18.79272824415828,25.71638734721027,OPEN TRADE BLUE_2019,CDC_2019,1.0,0.0,0.146875,0.13,0.25,0,0,1,0,0.0,0.0,0.2547687845514715,0.08731231804254672,0.0001548342074560304,0.0,0.0,0.0,0.0,0.0,0.0,457.5122971341052,457.5122971341052,0.0,0.0,1.070795536702599,-0.01292684340234151,-0.1343937325404753,1.5,82.0,10.795,0.0,0.002511136272941696,0.0,0.05920636414071447
2019-02-01,2019,2,1,OPENTRADENONBLUE,OPENTRADENONBLUE_2019,OPENTRADENONBLUE_2,OPENTRADENONBLUE_1,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,25504673.02609972,55758.26145164792,18.79272824415828,25.71638734721027,OPEN TRADE NON-BLUE_2019,CDC_2019,1.0,0.0,0.146875,0.13,0.25,0,0,1,0,0.0,0.0,0.2547687845514715,0.08731231804254672,0.0001548342074560304,0.0,0.0,0.0,0.0,0.0,0.0,457.5122971341052,457.5122971341052,0.0,0.0,1.070795536702599,-0.01292684340234151,-0.1343937325404753,1.5,82.0,10.795,0.0,0.002511136272941696,0.0,0.05920636414071447
2019-03-01,2019,3,1,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_3,CONVENIENCE_1,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,29963200.0,64938.7,62.39789216599653,66.29511523944889,CONVENIENCE_2019,CDC_2019,1.0,0.0,0.16875,0.15,0.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.4690795164228,467.2757187531849,0.0,0.0,1.067301444556139,0.2427117990521768,-0.009762114763277048,2.5,80.6,10.795,0.0003697732839780561,5.869417206000891e-06,0.0,0.2710379477387092
2019-03-01,2019,3,1,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_3,LOCALSUPERMARKETMTSR_1,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,10793500.0,27380.59999999999,86.01311147308677,82.66368888921355,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.0,0.16875,0.15,0.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.2982086676899,402.9788344320064,0.0,0.0,1.114445283772048,0.2427117990521768,-0.009762114763277048,2.5,80.6,10.795,0.02943574983510224,0.01528452359537087,0.0,0.2288780955807399
2019-03-01,2019,3,1,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2019,SUPERHYPERMARKETCHAIN_3,SUPERHYPERMARKETCHAIN_1,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2019,16200000.0,39836.5,50.71581589748094,76.9689832189073,SUPER/HYPERMARKET CHAIN_2019,CDC_2019,1.0,0.0,0.16875,0.15,0.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024023194808781,406.6379935874743,414.766713655166,0.0,10.62442553339945,1.053818447116734,0.2427117990521768,-0.009762114763277048,2.5,80.6,10.795,0.02670356597192194,0.0,0.0,0.04300614027501513
2019-03-01,2019,3,1,OPENTRADEBLUE,OPENTRADEBLUE_2019,OPENTRADEBLUE_3,OPENTRADEBLUE_1,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,18873265.49414302,41435.27117310926,17.74211292592151,24.54032385550822,OPEN TRADE BLUE_2019,CDC_2019,1.0,0.0,0.16875,0.15,0.27,0,0,1,0,0.0,0.0,0.2329060537989691,0.08203825609058742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.5008213386013,457.5122971341052,0.0,0.0,1.061008791090948,0.2427117990521768,-0.009762114763277048,2.5,80.6,10.795,0.0,0.0,0.0,0.05288320377724459
2019-03-01,2019,3,1,OPENTRADENONBLUE,OPENTRADENONBLUE_2019,OPENTRADENONBLUE_3,OPENTRADENONBLUE_1,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,27804134.50585698,61042.52882689076,17.74211292592151,24.54032385550822,OPEN TRADE NON-BLUE_2019,CDC_2019,1.0,0.0,0.16875,0.15,0.27,0,0,1,0,0.0,0.0,0.2329060537989691,0.08203825609058742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.5008213386013,457.5122971341052,0.0,0.0,1.061008791090948,0.2427117990521768,-0.009762114763277048,2.5,80.6,10.795,0.0,0.0,0.0,0.05288320377724459
2019-04-01,2019,4,2,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_4,CONVENIENCE_2,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,31614100.0,69547.29999999999,60.17756117059901,64.68131760686613,CONVENIENCE_2019,CDC_2019,1.0,0.0,0.14,0.14,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.5836396093669,461.4690795164228,0.0,0.0,1.080731238058028,0.03710257898097924,0.1026490517810836,3.5,79.2,8.974,0.0001007254130217054,5.70143847292672e-06,0.0,0.3455907925569621
2019-04-01,2019,4,2,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_4,LOCALSUPERMARKETMTSR_2,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,12374300.00000001,32116.69999999999,76.16193755896467,77.24824156902794,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.0,0.14,0.14,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987810080114085,385.4074360670471,399.3049509547855,0.0,0.0,1.124698956070693,0.03710257898097924,0.1026490517810836,3.5,79.2,8.974,0.03825424098772617,0.02464278318492441,0.0,0.2279863213803988
2019-04-01,2019,4,2,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2019,SUPERHYPERMARKETCHAIN_4,SUPERHYPERMARKETCHAIN_2,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2019,19155200.0,48326.0,49.62345114431156,79.21661631419941,SUPER/HYPERMARKET CHAIN_2019,CDC_2019,1.0,0.0,0.14,0.14,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5871042503000455,396.401470055386,406.6379935874743,0.0,0.0,1.008852683811823,0.03710257898097924,0.1026490517810836,3.5,79.2,8.974,0.03191462535784009,0.0,0.0,0.05161656794681736
2019-04-01,2019,4,2,OPENTRADEBLUE,OPENTRADEBLUE_2019,OPENTRADEBLUE_4,OPENTRADEBLUE_2,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,16500118.30622164,35861.67098017644,19.09111705577509,26.10962931958003,OPEN TRADE BLUE_2019,CDC_2019,1.0,0.0,0.14,0.14,0.25,0,0,1,0,0.0,0.0,0.2663422427315432,0.08752711878806217,8.392060489143162e-05,0.0,0.0,0.0,0.0,0.0,0.0,460.144300562965,460.144300562965,0.0,0.0,1.058123626274665,0.03710257898097924,0.1026490517810836,3.5,79.2,8.974,0.0,0.0,0.0,0.05654880957106694
2019-04-01,2019,4,2,OPENTRADENONBLUE,OPENTRADENONBLUE_2019,OPENTRADENONBLUE_4,OPENTRADENONBLUE_2,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,27909081.69377835,60658.12901982353,19.09111705577509,26.10962931958003,OPEN TRADE NON-BLUE_2019,CDC_2019,1.0,0.0,0.14,0.14,0.25,0,0,1,0,0.0,0.0,0.2663422427315432,0.08752711878806217,8.392060489143162e-05,0.0,0.0,0.0,0.0,0.0,0.0,460.144300562965,460.144300562965,0.0,0.0,1.058123626274665,0.03710257898097924,0.1026490517810836,3.5,79.2,8.974,0.0,0.0,0.0,0.05654880957106694
2019-05-01,2019,5,2,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_5,CONVENIENCE_2,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,30636300.0,66610.10000000002,61.9954361275542,65.60950066131112,CONVENIENCE_2019,CDC_2019,1.0,0.59,0.159375,0.18,0.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.9881268176112,461.4690795164228,0.0,0.0,1.07606209588106,-0.02095561496370756,0.08371040593677836,4.5,77.7,8.974,4.964411375948668e-05,0.0,0.0,0.2749394445237371
2019-05-01,2019,5,2,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_5,LOCALSUPERMARKETMTSR_2,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,17044700.0,45375.0,75.6175625344353,75.1313432506887,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.59,0.159375,0.18,0.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.6788546031915,394.2982086676899,0.0,0.0,1.133793705930523,-0.02095561496370756,0.08371040593677836,4.5,77.7,8.974,0.03586985896654863,0.02670428780168287,0.0,0.2162222822776055
2019-05-01,2019,5,2,SUPERHYPERMARKETCHAIN,SUPERHYPERMARKETCHAIN_2019,SUPERHYPERMARKETCHAIN_5,SUPERHYPERMARKETCHAIN_2,SUPER/HYPERMARKET CHAIN,SUPER/HYPERMARKET CHAIN,1,CDC_1,NATIONAL,NATIONAL_2019,23035700.0,60088.3,51.2507825982762,80.41323685309786,SUPER/HYPERMARKET CHAIN_2019,CDC_2019,1.0,0.59,0.159375,0.18,0.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6734422508208753,383.3632342221498,406.6379935874743,5.723705047821046,0.0,1.004163570408488,-0.02095561496370756,0.08371040593677836,4.5,77.7,8.974,0.02563383756265488,0.0,0.0,0.05536804255112376
2019-05-01,2019,5,2,OPENTRADEBLUE,OPENTRADEBLUE_2019,OPENTRADEBLUE_5,OPENTRADEBLUE_2,OPEN TRADE BLUE,OPEN TRADE BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,26222911.583406,57351.05601517015,17.76177936549013,25.26816416638499,OPEN TRADE BLUE_2019,CDC_2019,1.0,0.59,0.159375,0.18,0.34,0,0,0,1,0.0,0.0,0.002576005219445131,0.08331218974773524,4.467548319063871e-05,0.0,0.0,0.0,0.0,0.0,0.0,457.2527064854474,460.144300562965,0.0,0.0,1.063438828577356,-0.02095561496370756,0.08371040593677836,4.5,77.7,8.974,0.0,0.0,0.0,0.05121636997393277
2019-05-01,2019,5,2,OPENTRADENONBLUE,OPENTRADENONBLUE_2019,OPENTRADENONBLUE_5,OPENTRADENONBLUE_2,OPEN TRADE NON-BLUE,OPEN TRADE NON-BLUE,1,CDC_1,NATIONAL,NATIONAL_2019,28020388.416594,61282.24398482985,17.76177936549013,25.26816416638499,OPEN TRADE NON-BLUE_2019,CDC_2019,1.0,0.59,0.159375,0.18,0.34,0,0,0,1,0.0,0.0,0.002576005219445131,0.08331218974773524,4.467548319063871e-05,0.0,0.0,0.0,0.0,0.0,0.0,457.2527064854474,460.144300562965,0.0,0.0,1.063438828577356,-0.02095561496370756,0.08371040593677836,4.5,77.7,8.974,0.0,0.0,0.0,0.05121636997393277
2019-06-01,2019,6,2,CONVENIENCE,CONVENIENCE_2019,CONVENIENCE_6,CONVENIENCE_2,CONVENIENCE,CONVENIENCE,1,CDC_1,NATIONAL,NATIONAL_2019,29734299.99999999,65501.5,60.4719036968619,64.50415944673023,CONVENIENCE_2019,CDC_2019,1.0,0.64,0.15,0.14,0.35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.9696797492254,459.9881268176112,0.0,0.0,1.079526526748024,0.2757741353250001,0.0883005870562239,5.5,76.4,8.974,1.998648913334586e-05,5.995946740003758e-06,0.0,0.3093189004233138
2019-06-01,2019,6,2,LOCALSUPERMARKETMTSR,LOCALSUPERMARKETMTSR_2019,LOCALSUPERMARKETMTSR_6,LOCALSUPERMARKETMTSR_2,LOCAL SUPERMARKET + MTSR,LOCAL SUPERMARKET + MTSR,1,CDC_1,NATIONAL,NATIONAL_2019,14494900.0,38340.5,73.75491190777377,75.59585294923124,LOCAL SUPERMARKET + MTSR_2019,CDC_2019,1.0,0.64,0.15,0.14,0.35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5677286420364889,378.0975491258819,385.4074360670471,0.0,0.0,1.152779328870095,0.2757741353250001,0.0883005870562239,5.5,76.4,8.974,0.03789097132017896,0.01175748953629822,0.0,0.2000474217026453
